ppt_id,player.afford_to_lose,player.larger_amounts,player.win_back_losses,player.borrowed_money,player.subjective_gambling_problem,player.health_problems,player.external_gambling_problem,player.financial_problem,player.guilt
399,Never,Never,Never,Never,Never,Never,Never,Never,Most of the time
400,Sometimes,Sometimes,Sometimes,Never,Sometimes,Never,Never,Never,Sometimes
401,Never,Never,Sometimes,Never,Never,Never,Never,Never,Sometimes
402,Never,Sometimes,Sometimes,Never,Never,Never,Sometimes,Never,Most of the time
403,Never,Never,Sometimes,Never,Never,Never,Never,Never,Sometimes
404,Never,Never,Never,Never,Never,Sometimes,Never,Never,Never
405,Never,Never,Never,Never,Never,Never,Never,Never,Never
406,Sometimes,Sometimes,Most of the time,Never,Sometimes,Never,Never,Never,Sometimes
407,Never,Never,Sometimes,Never,Never,Never,Sometimes,Never,Sometimes
408,Never,Sometimes,Sometimes,Sometimes,Never,Never,Never,Never,Never
409,Sometimes,Never,Sometimes,Never,Sometimes,Sometimes,Sometimes,Sometimes,Never
410,Never,Never,Sometimes,Never,Never,Never,Never,Never,Never
411,Never,Never,Never,Never,Never,Never,Never,Never,Never
412,Never,Never,Never,Never,Never,Never,Never,Never,Never
413,Never,Never,Never,Never,Never,Sometimes,Never,Never,Most of the time
414,Sometimes,Sometimes,Sometimes,Never,Sometimes,Never,Sometimes,Sometimes,Sometimes
415,Never,Never,Never,Never,Never,Never,Never,Never,Never
416,Never,Never,Never,Never,Never,Never,Never,Never,Never
417,Never,Never,Never,Never,Never,Never,Never,Never,Never
418,Never,Sometimes,Sometimes,Never,Sometimes,Sometimes,Sometimes,Never,Sometimes
419,Never,Never,Never,Never,Sometimes,Never,Never,Never,Sometimes
420,Never,Never,Never,Never,Never,Never,Never,Never,Never
421,Never,Never,Never,Never,Never,Never,Never,Never,Never
422,Sometimes,Sometimes,Sometimes,Never,Never,Never,Sometimes,Never,Sometimes
423,Never,Never,Never,Never,Never,Never,Never,Never,Never
424,Sometimes,Sometimes,Sometimes,Never,Sometimes,Sometimes,Never,Never,Sometimes
425,Never,Sometimes,Sometimes,Sometimes,Never,Sometimes,Sometimes,Never,Sometimes
426,Never,Never,Never,Never,Never,Never,Never,Never,Never
427,Never,Sometimes,Sometimes,Never,Most of the time,Sometimes,Never,Never,Most of the time
428,Never,Sometimes,Sometimes,Never,Never,Never,Never,Never,Never
429,,,,,,,,,
430,Sometimes,Never,Most of the time,Never,Sometimes,Sometimes,Never,Never,Never
431,Sometimes,Most of the time,Most of the time,Sometimes,Sometimes,Most of the time,Almost always,Most of the time,Most of the time
432,Never,Sometimes,Never,Never,Never,Never,Never,Never,Sometimes
433,Never,Never,Never,Never,Never,Never,Never,Never,Never
434,Never,Never,Never,Never,Never,Never,Never,Never,Never
435,Sometimes,Never,Never,Never,Never,Sometimes,Never,Never,Never
436,,,,,,,,,
437,Sometimes,Sometimes,Sometimes,Never,Never,Sometimes,Never,Never,Sometimes
438,,,,,,,,,
439,Never,Never,Sometimes,Never,Never,Never,Never,Never,Never
440,Never,Never,Never,Never,Never,Never,Never,Never,Never
441,,,,,,,,,
442,Never,Never,Never,Never,Never,Never,Never,Never,Never
443,Never,Never,Never,Never,Never,Never,Never,Never,Never
444,Sometimes,Never,Sometimes,Never,Never,Sometimes,Never,Never,Sometimes
445,Sometimes,Never,Never,Never,Sometimes,Sometimes,Never,Never,Sometimes
446,Never,Sometimes,Sometimes,Never,Never,Never,Sometimes,Never,Sometimes
447,Never,Never,Never,Never,Never,Never,Never,Never,Never
448,Never,Never,Never,Never,Never,Never,Never,Never,Never
449,Never,Never,Never,Never,Never,Never,Never,Never,Never
450,Sometimes,Never,Never,Never,Never,Never,Never,Never,Sometimes
451,Never,Never,Never,Never,Never,Never,Never,Never,Never
452,Sometimes,Never,Never,Never,Never,Never,Never,Never,Never
453,Sometimes,Sometimes,Most of the time,Sometimes,Never,Never,Sometimes,Sometimes,Sometimes
454,Never,Sometimes,Sometimes,Never,Never,Never,Never,Never,Never
455,Sometimes,Never,Never,Never,Never,Never,Never,Never,Never
456,Never,Never,Never,Never,Never,Never,Never,Never,Never
457,Never,Never,Never,Never,Never,Never,Never,Never,Never
458,Never,Never,Never,Never,Never,Never,Never,Never,Never
459,Never,Never,Never,Never,Never,Never,Never,Never,Never
460,Never,Never,Never,Never,Never,Never,Never,Never,Never
461,Never,Never,Never,Never,Never,Never,Never,Never,Never
462,Never,Never,Never,Never,Never,Never,Never,Never,Never
463,Never,Never,Never,Never,Never,Never,Never,Never,Never
464,Never,Sometimes,Never,Never,Never,Never,Never,Never,Never
465,Sometimes,Sometimes,Most of the time,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes
466,Never,Never,Never,Never,Never,Never,Never,Never,Never
467,Never,Sometimes,Sometimes,Never,Most of the time,Sometimes,Never,Never,Almost always
468,Never,Never,Never,Never,Sometimes,Sometimes,Never,Never,Sometimes
469,Never,Never,Never,Never,Never,Never,Never,Never,Never
470,Never,Sometimes,Sometimes,Never,Sometimes,Sometimes,Sometimes,Never,Sometimes
471,,,,,,,,,
472,Never,Never,Never,Never,Never,Never,Never,Never,Never
473,Sometimes,Sometimes,Most of the time,Never,Sometimes,Never,Never,Never,Sometimes
474,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Most of the time
475,Never,Never,Sometimes,Never,Sometimes,Never,Never,Never,Never
476,Never,Never,Never,Never,Never,Never,Never,Never,Never
477,Never,Sometimes,Sometimes,Never,Never,Never,Never,Never,Never
478,Never,Never,Never,Never,Never,Never,Never,Never,Never
479,Never,Never,Sometimes,Never,Never,Never,Never,Never,Never
480,Never,Never,Never,Never,Never,Never,Never,Never,Never
481,Sometimes,Sometimes,Sometimes,Never,Sometimes,Sometimes,Never,Never,Almost always
482,Never,Sometimes,Never,Sometimes,Never,Never,Never,Never,Never
483,Never,Never,Never,Never,Never,Never,Never,Never,Never
484,Never,Never,Never,Sometimes,Sometimes,Sometimes,Never,Never,Never
485,Never,Never,Sometimes,Never,Never,Never,Never,Never,Never
486,Never,Never,Never,Never,Never,Never,Never,Never,Never
487,Never,Never,Never,Never,Never,Never,Never,Never,Never
488,,,,,,,,,
489,Never,Sometimes,Sometimes,Never,Never,Sometimes,Never,Never,Sometimes
490,Never,Never,Never,Never,Never,Never,Never,Never,Never
491,Sometimes,Never,Sometimes,Never,Never,Never,Never,Never,Never
492,Never,Never,Never,Never,Never,Never,Never,Never,Never
493,Most of the time,Never,Almost always,Sometimes,Most of the time,Most of the time,Sometimes,Sometimes,Sometimes
494,Never,Never,Never,Never,Never,Never,Never,Never,Sometimes
495,Never,Never,Sometimes,Never,Never,Never,Never,Never,Sometimes
496,,,,,,,,,
497,Never,Never,Sometimes,Never,Never,Never,Never,Never,Never
498,Never,Never,Never,Never,Never,Never,Never,Never,Never
499,Never,Never,Never,Never,Never,Never,Never,Never,Never
500,Never,Sometimes,Sometimes,Never,Never,Never,Never,Never,Sometimes
501,Sometimes,Never,Never,Never,Never,Never,Never,Never,Sometimes
502,Never,Never,Never,Never,Never,Never,Never,Never,Never
503,Never,Never,Sometimes,Never,Never,Never,Never,Never,Never
504,Never,Never,Never,Never,Never,Never,Never,Never,Never
505,Never,Never,Never,Never,Never,Never,Never,Never,Never
506,Never,Never,Never,Never,Never,Never,Never,Never,Never
507,Never,Never,Never,Never,Never,Sometimes,Never,Never,Sometimes
508,Never,Never,Never,Never,Never,Never,Never,Never,Never
509,Never,Never,Never,Never,Never,Never,Never,Never,Never
510,Never,Sometimes,Most of the time,Sometimes,Most of the time,Never,Never,Never,Sometimes
511,Never,Never,Never,Never,Never,Never,Never,Never,Never
512,Never,Never,Sometimes,Never,Never,Never,Never,Never,Sometimes
513,Never,Never,Sometimes,Never,Sometimes,Never,Sometimes,Never,Sometimes
514,Never,Never,Never,Never,Never,Never,Never,Never,Never
515,Never,Never,Never,Never,Never,Sometimes,Never,Never,Sometimes
516,Never,Never,Never,Never,Never,Never,Never,Never,Never
517,Sometimes,Sometimes,Most of the time,Sometimes,Sometimes,Never,Sometimes,Sometimes,Sometimes
518,Never,Sometimes,Most of the time,Never,Never,Never,Never,Never,Never
519,Never,Never,Never,Never,Never,Never,Never,Never,Never
520,Sometimes,Never,Sometimes,Never,Sometimes,Never,Sometimes,Never,Sometimes
521,Never,Never,Sometimes,Never,Never,Never,Never,Never,Sometimes
522,Never,Never,Sometimes,Never,Never,Sometimes,Never,Never,Never
523,Sometimes,Sometimes,Sometimes,Never,Never,Sometimes,Never,Never,Sometimes
524,Never,Never,Never,Never,Never,Never,Never,Never,Never
525,Never,Never,Never,Never,Never,Never,Never,Never,Never
526,Never,Sometimes,Never,Never,Never,Never,Never,Never,Never
527,Sometimes,Sometimes,Sometimes,Sometimes,Most of the time,Sometimes,Sometimes,Sometimes,Sometimes
528,Never,Never,Sometimes,Never,Never,Never,Never,Never,Sometimes
529,Sometimes,Sometimes,Sometimes,Never,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes
530,Never,Most of the time,Never,Never,Never,Never,Never,Never,Never
531,Never,Sometimes,Sometimes,Never,Never,Never,Never,Never,Never
532,Never,Never,Never,Never,Never,Never,Sometimes,Never,Never
533,Never,Never,Never,Never,Never,Never,Never,Never,Never
534,Never,Never,Never,Never,Never,Never,Never,Never,Never
535,Never,Never,Sometimes,Never,Never,Never,Never,Never,Never
536,Sometimes,Most of the time,Most of the time,Never,Sometimes,Never,Sometimes,Sometimes,Most of the time
537,Never,Never,Never,Never,Never,Never,Never,Never,Never
538,,,,,,,,,
539,Never,Never,Never,Never,Never,Never,Never,Never,Never
540,Never,Never,Never,Never,Never,Never,Never,Never,Sometimes
541,Never,Never,Never,Never,Never,Never,Never,Never,Never
542,Most of the time,Almost always,Almost always,Never,Most of the time,Sometimes,Sometimes,Sometimes,Almost always
543,,,,,,,,,
544,Never,Never,Sometimes,Never,Never,Never,Never,Never,Never
545,Sometimes,Never,Sometimes,Never,Never,Never,Sometimes,Never,Never
546,Sometimes,Most of the time,Most of the time,Never,Sometimes,Sometimes,Sometimes,Never,Sometimes
547,Never,Never,Never,Never,Never,Never,Never,Never,Never
548,Never,Never,Never,Never,Never,Never,Never,Never,Never
549,,,,,,,,,
550,Sometimes,Never,Sometimes,Never,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes
551,,,,,,,,,
552,Never,Never,Sometimes,Never,Never,Sometimes,Never,Never,Sometimes
553,,,,,,,,,
554,Never,Never,Never,Never,Never,Never,Never,Never,Never
555,Sometimes,Almost always,Almost always,Never,Almost always,Never,Almost always,Never,Sometimes
556,Never,Sometimes,Sometimes,Never,Never,Never,Never,Never,Never
557,Sometimes,Never,Never,Never,Never,Sometimes,Never,Never,Sometimes
558,Never,Never,Never,Never,Never,Never,Never,Never,Never
559,Never,Never,Never,Never,Never,Never,Never,Never,Sometimes
560,Sometimes,Never,Sometimes,Never,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes
561,Never,Sometimes,Sometimes,Never,Sometimes,Sometimes,Never,Never,Sometimes
562,Never,Never,Sometimes,Never,Never,Never,Never,Never,Sometimes
563,Never,Sometimes,Never,Never,Never,Never,Never,Never,Never
564,Never,Never,Never,Never,Never,Never,Never,Never,Never
565,Never,Never,Never,Never,Never,Never,Never,Never,Never
566,Never,Never,Sometimes,Sometimes,Never,Sometimes,Sometimes,Never,Never
567,Never,Never,Never,Never,Never,Never,Never,Never,Never
568,Never,Never,Never,Never,Never,Never,Never,Never,Never
569,Sometimes,Sometimes,Most of the time,Never,Sometimes,Most of the time,Sometimes,Sometimes,Most of the time
570,Never,Sometimes,Sometimes,Never,Most of the time,Most of the time,Sometimes,Never,Almost always
571,Sometimes,Never,Sometimes,Never,Never,Sometimes,Never,Sometimes,Sometimes
572,Never,Never,Never,Never,Never,Never,Never,Never,Never
573,Never,Most of the time,Almost always,Never,Most of the time,Sometimes,Most of the time,Never,Most of the time
574,Sometimes,Sometimes,Most of the time,Never,Almost always,Most of the time,Most of the time,Sometimes,Almost always
575,Never,Never,Never,Never,Never,Never,Never,Never,Never
576,Sometimes,Sometimes,Most of the time,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Most of the time
577,Never,Sometimes,Sometimes,Never,Sometimes,Sometimes,Never,Never,Most of the time
578,Never,Never,Never,Never,Never,Never,Never,Never,Never
579,Never,Never,Sometimes,Never,Never,Sometimes,Never,Never,Never
580,Never,Never,Never,Never,Never,Never,Never,Never,Never
581,Never,Never,Never,Never,Never,Never,Never,Never,Sometimes
582,Never,Sometimes,Never,Never,Never,Never,Never,Never,Sometimes
583,Never,Never,Never,Never,Never,Never,Never,Never,Never
584,Sometimes,Never,Never,Never,Never,Never,Never,Never,Never
585,Never,Never,Never,Never,Never,Never,Never,Never,Never
586,,,,,,,,,
587,Never,Never,Never,Never,Never,Never,Never,Never,Never
588,Never,Never,Never,Never,Never,Never,Never,Never,Never
589,Most of the time,Sometimes,Never,Never,Never,Never,Never,Never,Never
590,,,,,,,,,
591,Sometimes,Sometimes,Most of the time,Most of the time,Sometimes,Sometimes,Sometimes,Most of the time,Most of the time
592,Never,Never,Never,Never,Never,Never,Never,Never,Never
593,Sometimes,Sometimes,Sometimes,Never,Never,Never,Never,Never,Never
594,Never,Never,Never,Never,Never,Never,Sometimes,Never,Never
595,Never,Never,Never,Never,Never,Never,Never,Never,Never
596,Never,Never,Sometimes,Never,Never,Never,Never,Never,Most of the time
597,Never,Never,Never,Never,Never,Never,Never,Never,Never
598,Never,Never,Never,Never,Never,Never,Never,Never,Never
599,,,,,,,,,
600,Sometimes,Never,Never,Never,Never,Never,Never,Never,Never
601,Sometimes,Sometimes,Most of the time,Never,Sometimes,Never,Sometimes,Never,Most of the time
602,Never,Never,Never,Never,Never,Never,Never,Never,Never
603,Sometimes,Sometimes,Most of the time,Never,Never,Never,Never,Never,Sometimes
604,Never,Sometimes,Sometimes,Never,Never,Never,Never,Never,Sometimes
605,Never,Most of the time,Sometimes,Never,Sometimes,Sometimes,Sometimes,Never,Sometimes
606,Never,Never,Never,Never,Never,Never,Never,Never,Never
607,Never,Never,Never,Never,Never,Never,Never,Never,Never
608,Never,Sometimes,Sometimes,Never,Never,Sometimes,Sometimes,Never,Sometimes
609,Never,Never,Never,Never,Never,Never,Never,Never,Never
610,Never,Never,Never,Never,Never,Never,Never,Never,Never
611,Never,Never,Never,Never,Never,Never,Never,Never,Never
612,Never,Never,Sometimes,Never,Never,Never,Never,Never,Never
613,Never,Sometimes,Never,Never,Never,Never,Never,Never,Sometimes
614,Sometimes,Sometimes,Sometimes,Never,Sometimes,Never,Never,Never,Sometimes
615,Never,Never,Never,Never,Never,Never,Never,Never,Never
616,Sometimes,Sometimes,Sometimes,Most of the time,Sometimes,Most of the time,Never,Never,Sometimes
617,Sometimes,Never,Never,Never,Never,Never,Never,Never,Never
618,Never,Never,Sometimes,Never,Never,Never,Never,Never,Most of the time
619,Never,Never,Never,Never,Never,Never,Never,Never,Never
620,Never,Sometimes,Never,Never,Never,Never,Never,Never,Sometimes
621,Never,Sometimes,Sometimes,Never,Never,Never,Never,Never,Sometimes
622,Never,Never,Sometimes,Never,Never,Never,Never,Never,Never
623,,,,,,,,,
624,Never,Never,Never,Never,Never,Never,Never,Never,Never
625,Never,Never,Never,Never,Never,Never,Never,Never,Sometimes
626,Never,Never,Never,Never,Never,Never,Never,Never,Never
627,Never,Never,Never,Never,Never,Never,Never,Never,Never
628,Never,Never,Never,Never,Never,Never,Never,Never,Never
629,Never,Never,Never,Never,Never,Never,Never,Never,Never
630,Never,Never,Never,Never,Never,Never,Never,Never,Never
631,Never,Never,Never,Never,Never,Never,Never,Never,Never
632,,,,,,,,,
633,Never,Never,Never,Never,Never,Never,Never,Never,Never
634,Never,Never,Never,Never,Never,Never,Never,Never,Never
635,Sometimes,Never,Never,Never,Sometimes,Never,Never,Never,Sometimes
636,,,,,,,,,
637,Sometimes,Sometimes,Sometimes,Never,Sometimes,Never,Never,Never,Sometimes
638,Sometimes,Sometimes,Sometimes,Never,Sometimes,Sometimes,Never,Never,Never
639,Never,Never,Never,Never,Never,Never,Never,Never,Never
640,Never,Never,Sometimes,Never,Sometimes,Never,Sometimes,Never,Sometimes
641,Never,Sometimes,Never,Never,Never,Never,Never,Never,Never
642,Never,Sometimes,Sometimes,Never,Never,Never,Sometimes,Never,Sometimes
643,Never,Never,Never,Never,Never,Never,Never,Never,Never
644,Never,Never,Never,Never,Never,Never,Never,Sometimes,Never
645,Sometimes,Never,Sometimes,Never,Most of the time,Most of the time,Sometimes,Most of the time,Most of the time
646,Sometimes,Never,Sometimes,Never,Never,Never,Never,Never,Never
647,Sometimes,Sometimes,Most of the time,Sometimes,Sometimes,Most of the time,Never,Almost always,Most of the time
648,Never,Never,Never,Never,Never,Never,Never,Never,Never
649,Never,Never,Never,Never,Never,Never,Never,Never,Never
650,Never,Never,Sometimes,Never,Never,Never,Never,Never,Never
651,Never,Never,Never,Never,Never,Never,Never,Never,Sometimes
652,,,,,,,,,
653,Never,Never,Never,Never,Never,Never,Never,Never,Never
654,Never,Never,Sometimes,Never,Sometimes,Sometimes,Never,Never,Sometimes
655,Sometimes,Sometimes,Sometimes,Never,Sometimes,Sometimes,Never,Never,Sometimes
656,Never,Never,Never,Never,Never,Never,Never,Never,Never
657,Never,Never,Never,Never,Never,Never,Never,Never,Never
658,Never,Never,Never,Never,Never,Never,Never,Never,Never
659,Never,Sometimes,Sometimes,Never,Sometimes,Never,Never,Never,Never
660,Never,Never,Sometimes,Never,Never,Never,Never,Never,Never
661,Never,Never,Never,Never,Never,Never,Never,Never,Never
662,Never,Sometimes,Never,Never,Never,Never,Never,Never,Never
663,Never,Never,Never,Never,Never,Never,Never,Never,Never
664,Sometimes,Sometimes,Most of the time,Never,Most of the time,Almost always,Never,Never,Almost always
665,Never,Never,Never,Never,Never,Never,Never,Never,Never
666,Never,Never,Never,Never,Never,Never,Never,Never,Never
667,Never,Sometimes,Sometimes,Never,Never,Never,Never,Never,Sometimes
668,Never,Sometimes,Sometimes,Never,Sometimes,Never,Sometimes,Never,Sometimes
669,Never,Never,Never,Never,Never,Never,Never,Never,Never
670,Never,Never,Never,Never,Never,Never,Never,Never,Never
671,Never,Never,Never,Never,Never,Never,Never,Never,Never
672,Never,Never,Never,Never,Never,Never,Never,Never,Never
673,,,,,,,,,
674,Never,Never,Never,Never,Never,Never,Never,Never,Never
675,,,,,,,,,
676,Sometimes,Sometimes,Sometimes,Sometimes,Never,Never,Never,Never,Almost always
677,Never,Never,Never,Never,Never,Never,Never,Never,Never
678,Sometimes,Sometimes,Sometimes,Never,Sometimes,Never,Never,Never,Never
679,,,,,,,,,
680,Never,Never,Sometimes,Never,Never,Sometimes,Never,Never,Sometimes
681,Never,Never,Never,Never,Never,Never,Never,Never,Never
682,Sometimes,Never,Sometimes,Never,Sometimes,Never,Never,Never,Sometimes
683,Never,Never,Never,Never,Never,Never,Never,Never,Never
684,Never,Never,Never,Never,Never,Never,Never,Never,Never
685,Never,Never,Never,Never,Never,Never,Never,Never,Never
686,Never,Never,Sometimes,Never,Never,Never,Never,Never,Never
687,Never,Never,Sometimes,Never,Never,Never,Never,Never,Never
688,Never,Never,Sometimes,Never,Sometimes,Never,Sometimes,Never,Most of the time
689,Sometimes,Never,Sometimes,Never,Never,Sometimes,Never,Never,Sometimes
690,Never,Never,Sometimes,Never,Never,Never,Never,Never,Never
691,Never,Never,Never,Never,Never,Never,Never,Never,Never
692,Never,Sometimes,Sometimes,Never,Sometimes,Sometimes,Never,Never,Sometimes
693,Never,Never,Sometimes,Never,Never,Never,Never,Never,Never
694,Sometimes,Never,Sometimes,Never,Never,Never,Never,Never,Never
695,Never,Never,Never,Never,Never,Never,Never,Never,Never
696,Never,Never,Never,Never,Never,Never,Never,Never,Never
697,,,,,,,,,
698,Never,Never,Never,Never,Never,Never,Never,Never,Never
699,Never,Never,Never,Never,Never,Never,Never,Never,Never
700,,,,,,,,,
701,Never,Never,Never,Never,Never,Never,Never,Never,Never
702,,,,,,,,,
703,Never,Never,Sometimes,Never,Never,Never,Never,Never,Never
704,Never,Never,Never,Never,Never,Never,Never,Never,Never
705,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Never,Sometimes,Most of the time,Sometimes
706,Never,Never,Sometimes,Never,Never,Never,Never,Never,Never
707,Never,Never,Never,Never,Never,Never,Never,Never,Never
708,Sometimes,Sometimes,Most of the time,Never,Sometimes,Sometimes,Never,Never,Almost always
709,Never,Never,Never,Never,Never,Never,Never,Never,Never
710,Never,Never,Never,Never,Never,Never,Never,Never,Never
711,Never,Never,Never,Never,Never,Never,Never,Never,Never
712,Never,Never,Sometimes,Never,Never,Never,Never,Never,Never
713,Never,Never,Never,Never,Never,Never,Never,Never,Never
714,Never,Never,Sometimes,Never,Sometimes,Never,Never,Never,Sometimes
715,Never,Never,Sometimes,Never,Never,Never,Never,Never,Never
716,,,,,,,,,
717,Never,Sometimes,Sometimes,Never,Never,Never,Never,Never,Never
718,Never,Never,Never,Never,Never,Sometimes,Never,Never,Never
719,Sometimes,Never,Sometimes,Sometimes,Sometimes,Never,Never,Never,Sometimes
720,Never,Never,Sometimes,Never,Never,Never,Never,Never,Sometimes
721,Sometimes,Most of the time,Almost always,Never,Never,Sometimes,Never,Never,Never
722,Never,Never,Never,Never,Never,Never,Never,Never,Never
723,Never,Never,Never,Never,Never,Never,Never,Never,Never
724,Sometimes,Never,Never,Never,Never,Never,Never,Never,Never
725,Never,Never,Never,Never,Never,Never,Never,Never,Sometimes
726,Sometimes,Sometimes,Never,Never,Sometimes,Sometimes,Never,Never,Sometimes
727,Sometimes,Sometimes,Sometimes,Never,Never,Sometimes,Never,Never,Almost always
728,Never,Never,Never,Never,Never,Never,Never,Never,Never
729,Never,Never,Sometimes,Never,Never,Never,Never,Never,Never
730,Never,Sometimes,Sometimes,Never,Never,Sometimes,Never,Never,Sometimes
731,Sometimes,Sometimes,Most of the time,Never,Sometimes,Sometimes,Sometimes,Most of the time,Most of the time
732,Sometimes,Sometimes,Most of the time,Sometimes,Most of the time,Most of the time,Never,Sometimes,Most of the time
733,,,,,,,,,
734,Sometimes,Sometimes,Sometimes,Sometimes,Most of the time,Sometimes,Sometimes,Sometimes,Most of the time
735,Sometimes,Never,Sometimes,Never,Sometimes,Never,Never,Never,Never
736,,,,,,,,,
737,Never,Never,Never,Never,Never,Never,Never,Never,Never
738,Never,Sometimes,Sometimes,Never,Sometimes,Sometimes,Sometimes,Never,Most of the time
739,Never,Never,Never,Never,Never,Never,Never,Never,Never
740,Never,Never,Never,Never,Never,Never,Never,Never,Never
741,Sometimes,Never,Sometimes,Sometimes,Never,Never,Sometimes,Never,Sometimes
742,Never,Never,Never,Never,Never,Never,Never,Never,Never
743,Never,Never,Never,Never,Never,Never,Never,Never,Never
744,Never,Never,Never,Never,Never,Never,Never,Never,Never
745,Never,Never,Never,Never,Never,Never,Never,Never,Never
746,Never,Never,Sometimes,Never,Never,Never,Never,Never,Never
747,Never,Never,Sometimes,Never,Never,Never,Never,Never,Never
748,Sometimes,Sometimes,Most of the time,Never,Most of the time,Sometimes,Sometimes,Never,Most of the time
749,Sometimes,Sometimes,Sometimes,Never,Sometimes,Sometimes,Sometimes,Sometimes,Most of the time
750,Sometimes,Sometimes,Never,Never,Sometimes,Never,Never,Never,Never
751,Never,Never,Never,Never,Never,Never,Never,Never,Never
752,Never,Never,Never,Never,Never,Never,Almost always,Never,Never
753,Sometimes,Never,Sometimes,Never,Never,Never,Never,Never,Sometimes
754,Never,Never,Never,Never,Never,Never,Never,Never,Never
755,Never,Never,Never,Never,Never,Never,Never,Never,Sometimes
756,Never,Never,Never,Never,Never,Never,Never,Never,Never
757,Sometimes,Never,Sometimes,Never,Never,Never,Never,Never,Sometimes
758,Never,Never,Sometimes,Never,Never,Never,Never,Never,Sometimes
759,Never,Never,Never,Never,Never,Never,Never,Never,Never
760,,,,,,,,,
761,Sometimes,Sometimes,Sometimes,Never,Most of the time,Never,Most of the time,Never,Most of the time
762,Never,Never,Never,Never,Never,Never,Never,Never,Never
763,Never,Never,Never,Never,Never,Never,Never,Never,Never
764,Never,Never,Never,Never,Never,Never,Never,Never,Never
765,Never,Never,Never,Never,Never,Never,Never,Never,Never
766,,,,,,,,,
767,,,,,,,,,
768,Sometimes,Sometimes,Sometimes,Never,Sometimes,Sometimes,Never,Never,Sometimes
769,Never,Never,Sometimes,Never,Never,Never,Never,Never,Never
770,Never,Never,Sometimes,Never,Never,Never,Never,Never,Never
771,Sometimes,Never,Never,Never,Never,Never,Never,Never,Never
772,Never,Never,Sometimes,Never,Never,Never,Never,Never,Never
773,Almost always,Almost always,Almost always,Sometimes,Almost always,Almost always,Almost always,Almost always,Almost always
774,Never,Never,Sometimes,Never,Never,Never,Never,Never,Never
775,Never,Never,Never,Never,Never,Never,Never,Never,Never
776,Never,Never,Never,Never,Sometimes,Never,Sometimes,Never,Sometimes
777,Never,Never,Never,Never,Never,Never,Never,Never,Never
778,Never,Never,Never,Never,Never,Never,Never,Never,Never
779,Sometimes,Never,Never,Never,Never,Never,Sometimes,Never,Almost always
780,Never,Sometimes,Never,Never,Never,Never,Never,Never,Never
781,Never,Never,Never,Never,Never,Never,Never,Never,Never
782,Sometimes,Sometimes,Sometimes,Never,Never,Never,Never,Never,Sometimes
783,Most of the time,Almost always,Almost always,Sometimes,Almost always,Almost always,Most of the time,Almost always,Almost always
784,Never,Never,Never,Never,Never,Never,Never,Never,Never
785,Never,Never,Sometimes,Never,Never,Never,Sometimes,Never,Never
786,Never,Never,Sometimes,Never,Sometimes,Never,Never,Never,Never
787,Sometimes,Most of the time,Sometimes,Never,Never,Never,Never,Never,Sometimes
788,Never,Sometimes,Sometimes,Never,Never,Never,Never,Never,Never
789,Never,Never,Never,Never,Never,Never,Never,Never,Never
790,Never,Never,Never,Never,Never,Never,Never,Never,Never
791,Never,Never,Never,Never,Never,Never,Never,Never,Never
792,Never,Never,Sometimes,Never,Never,Never,Never,Never,Never
793,Never,Sometimes,Sometimes,Never,Sometimes,Sometimes,Never,Never,Sometimes
794,Never,Never,Never,Never,Never,Never,Never,Never,Never
795,Sometimes,Sometimes,Sometimes,Never,Sometimes,Sometimes,Sometimes,Never,Sometimes
796,Never,Never,Sometimes,Never,Never,Never,Never,Never,Never
797,Never,Never,Never,Never,Never,Never,Never,Never,Never
798,Never,Never,Never,Never,Never,Never,Never,Never,Never
799,Sometimes,Sometimes,Sometimes,Never,Never,Never,Never,Never,Never
800,Never,Never,Never,Never,Never,Never,Never,Never,Never
801,Never,Never,Sometimes,Never,Never,Never,Never,Never,Sometimes
802,Never,Never,Never,Never,Never,Never,Never,Never,Sometimes
803,Never,Never,Never,Never,Never,Never,Never,Never,Never
804,Never,Never,Never,Never,Never,Never,Never,Never,Never
805,Never,Never,Never,Never,Never,Never,Never,Never,Never
806,Never,Never,Never,Never,Never,Never,Never,Never,Never
807,Never,Never,Sometimes,Never,Never,Never,Never,Never,Never
808,Never,Never,Never,Never,Never,Never,Never,Never,Never
809,Never,Never,Never,Never,Never,Never,Never,Never,Never
810,Never,Sometimes,Sometimes,Never,Sometimes,Sometimes,Sometimes,Never,Sometimes
811,Never,Never,Never,Never,Never,Never,Never,Never,Never
812,Never,Sometimes,Sometimes,Never,Sometimes,Sometimes,Sometimes,Never,Sometimes
813,Never,Never,Never,Never,Never,Never,Never,Never,Never
814,Sometimes,Most of the time,Most of the time,Most of the time,Almost always,Most of the time,Most of the time,Most of the time,Almost always
815,Never,Most of the time,Never,Never,Never,Sometimes,Never,Never,Sometimes
816,Sometimes,Sometimes,Never,Never,Sometimes,Never,Never,Never,Sometimes
